,value,metric,type
0,0.6601251883203331,fde,ml
1,0.7143871757675075,fde,ml
2,0.3091532922431588,fde,ml
3,0.22321252531100713,fde,ml
4,1.3089051674314784,fde,ml
5,0.2865041703943775,fde,ml
6,0.21710623107635474,fde,ml
7,0.4590359120197899,fde,ml
8,0.5671794241216175,fde,ml
9,1.1343475875238174,fde,ml
10,0.37902780989819707,fde,ml
11,0.10932655338223876,fde,ml
12,0.6673779618319913,fde,ml
13,0.17053518743793566,fde,ml
14,0.35839279197309926,fde,ml
15,0.2501723059063201,fde,ml
16,0.20308699123719956,fde,ml
17,0.6444230147446587,fde,ml
18,1.6077647798328274,fde,ml
19,0.49929732114978304,fde,ml
20,0.10958371577251624,fde,ml
21,0.20624826193064244,fde,ml
22,0.232986450158836,fde,ml
23,0.7453543668576202,fde,ml
24,0.6896065953534148,fde,ml
25,0.4156048081627863,fde,ml
26,0.16000035540205007,fde,ml
27,0.7153515552578372,fde,ml
28,1.415994638991966,fde,ml
29,0.6391712475087943,fde,ml
30,0.2483632313460678,fde,ml
31,0.11945505705190118,fde,ml
32,0.42089070331062994,fde,ml
33,0.7158859780632628,fde,ml
34,0.8836540298069979,fde,ml
35,0.06630368848013066,fde,ml
36,0.07250418406869845,fde,ml
37,0.962933002105907,fde,ml
38,1.049243260315925,fde,ml
39,0.17649518045463974,fde,ml
40,0.5215780445858249,fde,ml
41,0.24102065683041143,fde,ml
42,0.2690818081969333,fde,ml
43,0.5021309346435393,fde,ml
44,1.0217303673822944,fde,ml
45,0.12856611783597363,fde,ml
46,0.12090241014623317,fde,ml
47,0.6350388428333884,fde,ml
48,0.16739772223624516,fde,ml
49,0.4670128422791989,fde,ml
50,0.46791857642119516,fde,ml
51,0.5139087114223887,fde,ml
52,0.31216015317672385,fde,ml
53,1.108652812275042,fde,ml
54,0.3560491727294332,fde,ml
55,0.0732004799365214,fde,ml
56,1.1746409031777978,fde,ml
57,0.20462569800137348,fde,ml
58,0.6502839684662732,fde,ml
59,0.21659648650939872,fde,ml
60,0.6388387720342467,fde,ml
61,0.9206494232994346,fde,ml
62,0.31152950421724074,fde,ml
63,1.0793489790647164,fde,ml
64,0.20849424776172257,fde,ml
65,1.0961977578007582,fde,ml
66,0.36103637857267495,fde,ml
67,0.9682243158346482,fde,ml
68,0.1407158492518642,fde,ml
69,0.7209645522295083,fde,ml
70,1.3574289994844748,fde,ml
71,0.27980018969868525,fde,ml
72,0.40664157923465827,fde,ml
73,0.355767540277881,fde,ml
74,0.8000074698090748,fde,ml
75,0.5582415354470882,fde,ml
76,1.291520392240647,fde,ml
77,0.04700211834174901,fde,ml
78,0.5846378456566577,fde,ml
79,1.008017579906568,fde,ml
80,0.03562854108012065,fde,ml
81,0.2848702173606805,fde,ml
82,0.508353032501284,fde,ml
83,0.38141167011987703,fde,ml
84,0.6331796294962658,fde,ml
85,0.7691077323686012,fde,ml
86,0.07407117028455495,fde,ml
87,0.509159844452207,fde,ml
88,0.4419471146315511,fde,ml
89,0.14695629099798097,fde,ml
90,0.31709180065285136,fde,ml
91,0.6961572448663662,fde,ml
92,0.32783311275849236,fde,ml
